,query_id,query,transcript_id,transcript
334,16,What was the air force interested in,5103,"(9 6) Sheldon: That’s true. There’s the U.S. Air Force, U.S. Department of Defence, U.S. Navy, you and I are going to jail."
335,16,What was the air force interested in,18910,"(9 24) Howard: I don’t know what to do. It’s the Air Force. I mean, should I respond to their e-mail? Ignore it?"
336,16,What was the air force interested in,28040,"(10 2) Bernadette: I’m worried about Howard. Ever since that guy from the Air Force showed up, he’s been a nervous wreck."
337,16,What was the air force interested in,12209,"(10 23) Amy: You know, what you need to do is put this Air Force project behind you and just dive into something new."
338,16,What was the air force interested in,12100,"(10 23) Leonard: Hey, a toast. Thank you all for your support while we worked on our Air Force project. And please know that we could not have done it without you, so cheers."
339,16,What was the air force interested in,12159,"(10 23) Sheldon: You know, I have a good mind to stop paying my taxes. It’s too bad I enjoy doing them so much. The Air Force did it again. They’re erasing our lives."
340,17,Who broke up with Amy,23477,(9 1) Leonard: Amy broke up with Sheldon.
341,17,Who broke up with Amy,25509,(4 3) Penny: I hear you broke up with Amy.
342,17,Who broke up with Amy,45827,"(7 8) Amy: Oh, my gosh. That’s the girl that broke Rajesh’s heart."
343,17,Who broke up with Amy,4188,"(10 14) Emily: You know, the same thing happened to me. After I broke up with Raj, I met Gary, who’s just amazing."
344,17,Who broke up with Amy,32915,"(9 8) Leonard: Well, he’s having a rough time. Amy broke his heart, the DVR cut off the last minute of Doctor Who. That crow followed him home."
345,17,Who broke up with Amy,3046,(9 16) Amy (singing): My first love broke my heart for the first time.
346,17,Who broke up with Amy,46131,(9 3) Bernadette: It’s understandable. Amy was afraid to tell her mom she broke up with Sheldon.
347,17,Who broke up with Amy,3993,(10 14) Raj: I broke up with her.
348,17,Who broke up with Amy,23650,(9 1) Sheldon: She broke up with me.
349,17,Who broke up with Amy,5869,(5 24) Amy: Who is it?
350,17,Who broke up with Amy,46102,(9 3) Amy: Who?
351,17,Who broke up with Amy,54074,(10 24) Amy: Who’s he?
352,17,Who broke up with Amy,18988,(9 24) Beverly: He’s also broke. Did he mention that?
353,17,Who broke up with Amy,23412,(10 21) Bert: I broke up with Rebecca.
354,17,Who broke up with Amy,51979,(3 21) Penny: We just broke up.
355,17,Who broke up with Amy,53883,"(9 5) Sheldon: Not that it’s any of your business, but she broke up with me."
356,17,Who broke up with Amy,45897,"(7 8) Raj: Can I ask you guys a question? So, I’m seeing Lucy tomorrow night, and I’ve never hung out with someone who broke up with me. How do you do it?"
357,17,Who broke up with Amy,48927,"(9 22) Zack: Cool. ‘Cause other than when you broke up with him and dated me, then broke up with me, and then dated me one more time before going back to him, I was always rooting for you two."
358,17,Who broke up with Amy,16539,(9 13) Amy: Who else’s side could you have been on?
359,17,Who broke up with Amy,33486,"(6 3) Amy: Oh, hello. Who are you?"
360,18,Who had a relationship with Amy,53001,"(4 8) Amy: Then, why did you terminate your relationship with him?"
361,18,Who had a relationship with Amy,23474,(9 1) Sheldon: Amy has ended our relationship.
362,18,Who had a relationship with Amy,14409,"(9 14) Amy: I have a relationship and a full-time career, too."
363,18,Who had a relationship with Amy,25434,(4 3) Sheldon: Are you suggesting I terminate my relationship with Amy?
364,18,Who had a relationship with Amy,34882,"(6 23) Amy: Sheldon, are we ever going to have an intimate relationship?"
365,18,Who had a relationship with Amy,44928,"(10 18) Sheldon: Beverly pointed out that I’m experiencing insecurities in my relationship with Amy, in the same way that Leonard and Penny are in their relationship."
366,18,Who had a relationship with Amy,34577,"(6 2) Leonard: The guy who seems like an emotionless robot is you, but your relationship with Amy is causing you to transform into a red-blooded man with sexual desires."
367,18,Who had a relationship with Amy,5869,(5 24) Amy: Who is it?
368,18,Who had a relationship with Amy,46102,(9 3) Amy: Who?
369,18,Who had a relationship with Amy,54074,(10 24) Amy: Who’s he?
370,18,Who had a relationship with Amy,8154,"(10 13) Leonard: No, no, no, no, let’s talk about it. I’m the one who’s made all the effort in this relationship since day one. Please tell me what more I could do?"
371,18,Who had a relationship with Amy,17825,"(8 4) Raj: Look, I’m not the kind of guy who drops his friends just because he’s in a relationship."
372,18,Who had a relationship with Amy,53931,(9 5) Leonard: Maybe you should consider women who aren’t in serious relationships with your closest friends?
373,18,Who had a relationship with Amy,2822,"(7 5) Sheldon: Amy, this isn’t easy to say. All relationships are difficult, but even more so when you’re in one with a person who struggles with everyday social interactions. And frankly, who can strike some people as being kind of a weirdo."
374,18,Who had a relationship with Amy,923,"(5 13) Amy: Me, too. Out of deference to them, let’s not flaunt our happy relationship."
375,18,Who had a relationship with Amy,3455,"(10 5) Amy: You know, you’re right. I’m in this relationship, too. I need to stand up for myself."
376,18,Who had a relationship with Amy,8285,(10 13) Amy: I remember signing our first relationship agreement.
377,18,Who had a relationship with Amy,14715,"(8 3) Amy: No, we’re sorry. We never should have been comparing relationships in the first place."
378,18,Who had a relationship with Amy,43599,"(5 19) Sheldon: Amy, the relationship agreement was not designed for either one of us to get our way."
379,18,Who had a relationship with Amy,44611,"(10 12) Amy: You and I are in a relationship. I help you with your shortcomings, and you help me with mine."
380,19,Amy broke up with whom,23477,(9 1) Leonard: Amy broke up with Sheldon.
381,19,Amy broke up with whom,25509,(4 3) Penny: I hear you broke up with Amy.
382,19,Amy broke up with whom,45827,"(7 8) Amy: Oh, my gosh. That’s the girl that broke Rajesh’s heart."
383,19,Amy broke up with whom,11802,(3 23) Sheldon: Who’s going to tell whom about what?
384,19,Amy broke up with whom,12529,(3 11) Penny: The one from whom I live across the hall from.
385,19,Amy broke up with whom,31030,"(4 20) Priya: Oh, too bad. Although I do know one person for whom that’s good news."
386,19,Amy broke up with whom,3046,(9 16) Amy (singing): My first love broke my heart for the first time.
387,19,Amy broke up with whom,46131,(9 3) Bernadette: It’s understandable. Amy was afraid to tell her mom she broke up with Sheldon.
388,19,Amy broke up with whom,3993,(10 14) Raj: I broke up with her.
389,19,Amy broke up with whom,23650,(9 1) Sheldon: She broke up with me.
390,19,Amy broke up with whom,48606,(5 21) Sheldon: And you never answered me. So who owes whom an apology now?
391,19,Amy broke up with whom,18988,(9 24) Beverly: He’s also broke. Did he mention that?
392,19,Amy broke up with whom,23412,(10 21) Bert: I broke up with Rebecca.
393,19,Amy broke up with whom,51979,(3 21) Penny: We just broke up.
394,19,Amy broke up with whom,53883,"(9 5) Sheldon: Not that it’s any of your business, but she broke up with me."
395,19,Amy broke up with whom,48927,"(9 22) Zack: Cool. ‘Cause other than when you broke up with him and dated me, then broke up with me, and then dated me one more time before going back to him, I was always rooting for you two."
396,19,Amy broke up with whom,49578,"(8 16) Penny: Question one. Given the choice of anyone in the world, whom would you want as a dinner guest?"
397,19,Amy broke up with whom,702,"(4 9) Leonard: Yeah, well, not necessary. We broke up again."
398,19,Amy broke up with whom,5658,(4 13) Leonard: I’ve gotten a lot more street since we broke up.
399,19,Amy broke up with whom,8326,(9 15) Raj: But I just broke up with my girlfriend.
400,20,Amy and who broke up,23477,(9 1) Leonard: Amy broke up with Sheldon.
401,20,Amy and who broke up,25509,(4 3) Penny: I hear you broke up with Amy.
402,20,Amy and who broke up,45827,"(7 8) Amy: Oh, my gosh. That’s the girl that broke Rajesh’s heart."
403,20,Amy and who broke up,4188,"(10 14) Emily: You know, the same thing happened to me. After I broke up with Raj, I met Gary, who’s just amazing."
404,20,Amy and who broke up,32915,"(9 8) Leonard: Well, he’s having a rough time. Amy broke his heart, the DVR cut off the last minute of Doctor Who. That crow followed him home."
405,20,Amy and who broke up,3046,(9 16) Amy (singing): My first love broke my heart for the first time.
406,20,Amy and who broke up,46131,(9 3) Bernadette: It’s understandable. Amy was afraid to tell her mom she broke up with Sheldon.
407,20,Amy and who broke up,3993,(10 14) Raj: I broke up with her.
408,20,Amy and who broke up,23650,(9 1) Sheldon: She broke up with me.
409,20,Amy and who broke up,5869,(5 24) Amy: Who is it?
410,20,Amy and who broke up,46102,(9 3) Amy: Who?
411,20,Amy and who broke up,54074,(10 24) Amy: Who’s he?
412,20,Amy and who broke up,18988,(9 24) Beverly: He’s also broke. Did he mention that?
413,20,Amy and who broke up,23412,(10 21) Bert: I broke up with Rebecca.
414,20,Amy and who broke up,51979,(3 21) Penny: We just broke up.
415,20,Amy and who broke up,53883,"(9 5) Sheldon: Not that it’s any of your business, but she broke up with me."
416,20,Amy and who broke up,45897,"(7 8) Raj: Can I ask you guys a question? So, I’m seeing Lucy tomorrow night, and I’ve never hung out with someone who broke up with me. How do you do it?"
417,20,Amy and who broke up,48927,"(9 22) Zack: Cool. ‘Cause other than when you broke up with him and dated me, then broke up with me, and then dated me one more time before going back to him, I was always rooting for you two."
418,20,Amy and who broke up,16539,(9 13) Amy: Who else’s side could you have been on?
419,20,Amy and who broke up,33486,"(6 3) Amy: Oh, hello. Who are you?"
420,21,Fun with Flags was designed by whom,25893,"(10 7) Together: Fun with flags, fun with flags."
421,21,Fun with Flags was designed by whom,23227,"(10 21) Together (singing): It’s fun with flags, behind the flags, a retrospective. Flags."
422,21,Fun with Flags was designed by whom,23222,(10 21) Together: Fun with Flags: Behind the Flags: A Retrospective.
423,21,Fun with Flags was designed by whom,23454,(10 21) Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective.
424,21,Fun with Flags was designed by whom,25895,(10 7) Together: Fun with flags. 
425,21,Fun with Flags was designed by whom,23456,"(10 21) Amy: Oh. Hello, you’re on Fun with Flags."
426,21,Fun with Flags was designed by whom,25903,(10 7) Amy: Did you know that the flag was designed by a student named Edrice Lewis…
427,21,Fun with Flags was designed by whom,8376,(9 15) Together: Dr. Sheldon Cooper’s Fun With Flags.
428,21,Fun with Flags was designed by whom,25889,(10 7) Both: Dr. Sheldon Cooper’s Fun with Flags.
429,21,Fun with Flags was designed by whom,33858,"(9 2) Amy: Sheldon, I am not doing Fun With Flags with you."
430,21,Fun with Flags was designed by whom,10697,"(5 14) Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to…"
431,21,Fun with Flags was designed by whom,8426,"(9 15) Amy: Oh. Uh, we-we have another caller. Hi. You’re on Fun with Flags."
432,21,Fun with Flags was designed by whom,25894,"(10 7) Howard: Oh say can you see, it’s fun with flags."
433,21,Fun with Flags was designed by whom,23229,"(10 21) Amy: Now, I’m sure many of you are wondering how Fun with Flags began. "
434,21,Fun with Flags was designed by whom,34006,(9 2) Scene: Amy’s apartment. Amy is watching Fun With Flags.
435,21,Fun with Flags was designed by whom,33855,(9 2) Sheldon: A precocious little Internet show known as Fun With Flags.
436,21,Fun with Flags was designed by whom,34338,"(6 17) Sheldon: Good news. Uh, the latest episode of Fun with Flags is online."
437,21,Fun with Flags was designed by whom,25891,(10 7) Howard (singing): For joy and fun there’s no better manner than to fly a pennant flag or banner.
438,21,Fun with Flags was designed by whom,8466,"(9 15) Sheldon: Speaking of ending relationships, when British Honduras became Belize, they designed a new flag with a tree on it, and I would like to hang myself from that tree."
439,21,Fun with Flags was designed by whom,10693,"(5 14) Sheldon: Fun and information are two sides to this video podcast, not unlike the only two-sided state flag, Oregon. Oh, look. Hello, Mr. Beaver. In future episodes, we’ll answer some burning questions. What’s the only non-rectangular flag? What animal appears most often on flags? What animal appears second most often on flags? And more."
440,22,Who was interested in Flags,10730,(5 14) Sheldon: Here’s an interesting fact about flags.
441,22,Who was interested in Flags,23742,"(6 7) Wil: Well, this is an exciting one. This is the flag of the United Federation of Planets. Now what’s interesting about this flag…"
442,22,Who was interested in Flags,21343,"(8 21) Sheldon: How nice. Here are some topics that interest me, quantum mechanics, trains, flags."
443,22,Who was interested in Flags,23927,"(6 7) LeVar: Hey, Sheldon, it’s a pleasure to be here. Well, we’ve got some interesting flags for…"
444,22,Who was interested in Flags,23227,"(10 21) Together (singing): It’s fun with flags, behind the flags, a retrospective. Flags."
445,22,Who was interested in Flags,23222,(10 21) Together: Fun with Flags: Behind the Flags: A Retrospective.
446,22,Who was interested in Flags,25893,"(10 7) Together: Fun with flags, fun with flags."
447,22,Who was interested in Flags,8336,"(9 15) Amy: People who are fans of an Internet show about flags? Trust me, they’re around."
448,22,Who was interested in Flags,23454,(10 21) Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective.
449,22,Who was interested in Flags,23757,"(6 7) Sheldon: Oh, none that I could see. I saw a man who loved flags almost as much as I do. I got goose bumps."
450,22,Who was interested in Flags,8482,"(9 15) Amy: …spoiled astrophysicist who not only… oh. Well, that was quick. Hi. You’re on Fun with Flags."
451,22,Who was interested in Flags,4516,(8 10) Sheldon: And now it’s time for the speed round of Flag or Not a Flag.
452,22,Who was interested in Flags,26001,(10 7) Sheldon: Interesting. Very interesting.
453,22,Who was interested in Flags,9076,(4 15) Scene: I went to Saudi Arabia and met with a prince who had an interest in neurobiology.
454,22,Who was interested in Flags,23418,"(10 21) Penny: Bert, you’re a good guy, you deserve a woman who’s interested in more than just your money."
455,22,Who was interested in Flags,10867,(5 14) Sheldon: Flags.
456,22,Who was interested in Flags,23245,(10 21) Amy: And what does that have to do with flags?
457,22,Who was interested in Flags,25895,(10 7) Together: Fun with flags. 
458,22,Who was interested in Flags,8379,"(9 15) Amy: Since we’re live, you’ll finally be able to reach out to us with your flag thoughts and flag questions."
459,22,Who was interested in Flags,23228,"(10 21) Sheldon: Mind you, when we say behind the flags, we don’t literally mean these flags. That’s just where we have dinner."
460,23,Who thinkns Flags are Fun,25893,"(10 7) Together: Fun with flags, fun with flags."
461,23,Who thinkns Flags are Fun,23227,"(10 21) Together (singing): It’s fun with flags, behind the flags, a retrospective. Flags."
462,23,Who thinkns Flags are Fun,23222,(10 21) Together: Fun with Flags: Behind the Flags: A Retrospective.
463,23,Who thinkns Flags are Fun,23454,(10 21) Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective.
464,23,Who thinkns Flags are Fun,25895,(10 7) Together: Fun with flags. 
465,23,Who thinkns Flags are Fun,8482,"(9 15) Amy: …spoiled astrophysicist who not only… oh. Well, that was quick. Hi. You’re on Fun with Flags."
466,23,Who thinkns Flags are Fun,23456,"(10 21) Amy: Oh. Hello, you’re on Fun with Flags."
467,23,Who thinkns Flags are Fun,8376,(9 15) Together: Dr. Sheldon Cooper’s Fun With Flags.
468,23,Who thinkns Flags are Fun,25889,(10 7) Both: Dr. Sheldon Cooper’s Fun with Flags.
469,23,Who thinkns Flags are Fun,33858,"(9 2) Amy: Sheldon, I am not doing Fun With Flags with you."
470,23,Who thinkns Flags are Fun,10697,"(5 14) Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to…"
471,23,Who thinkns Flags are Fun,8426,"(9 15) Amy: Oh. Uh, we-we have another caller. Hi. You’re on Fun with Flags."
472,23,Who thinkns Flags are Fun,25894,"(10 7) Howard: Oh say can you see, it’s fun with flags."
473,23,Who thinkns Flags are Fun,23229,"(10 21) Amy: Now, I’m sure many of you are wondering how Fun with Flags began. "
474,23,Who thinkns Flags are Fun,34006,(9 2) Scene: Amy’s apartment. Amy is watching Fun With Flags.
475,23,Who thinkns Flags are Fun,33855,(9 2) Sheldon: A precocious little Internet show known as Fun With Flags.
476,23,Who thinkns Flags are Fun,34338,"(6 17) Sheldon: Good news. Uh, the latest episode of Fun with Flags is online."
477,23,Who thinkns Flags are Fun,25891,(10 7) Howard (singing): For joy and fun there’s no better manner than to fly a pennant flag or banner.
478,23,Who thinkns Flags are Fun,10693,"(5 14) Sheldon: Fun and information are two sides to this video podcast, not unlike the only two-sided state flag, Oregon. Oh, look. Hello, Mr. Beaver. In future episodes, we’ll answer some burning questions. What’s the only non-rectangular flag? What animal appears most often on flags? What animal appears second most often on flags? And more."
479,23,Who thinkns Flags are Fun,8336,"(9 15) Amy: People who are fans of an Internet show about flags? Trust me, they’re around."
480,24,Who designed the show Fun with Flags,25893,"(10 7) Together: Fun with flags, fun with flags."
481,24,Who designed the show Fun with Flags,33855,(9 2) Sheldon: A precocious little Internet show known as Fun With Flags.
482,24,Who designed the show Fun with Flags,23227,"(10 21) Together (singing): It’s fun with flags, behind the flags, a retrospective. Flags."
483,24,Who designed the show Fun with Flags,23222,(10 21) Together: Fun with Flags: Behind the Flags: A Retrospective.
484,24,Who designed the show Fun with Flags,23454,(10 21) Together: Fun with Flags: Behind the Behind the Flags: A Retrospective Retrospective.
485,24,Who designed the show Fun with Flags,8336,"(9 15) Amy: People who are fans of an Internet show about flags? Trust me, they’re around."
486,24,Who designed the show Fun with Flags,25895,(10 7) Together: Fun with flags. 
487,24,Who designed the show Fun with Flags,8482,"(9 15) Amy: …spoiled astrophysicist who not only… oh. Well, that was quick. Hi. You’re on Fun with Flags."
488,24,Who designed the show Fun with Flags,23456,"(10 21) Amy: Oh. Hello, you’re on Fun with Flags."
489,24,Who designed the show Fun with Flags,25903,(10 7) Amy: Did you know that the flag was designed by a student named Edrice Lewis…
490,24,Who designed the show Fun with Flags,8376,(9 15) Together: Dr. Sheldon Cooper’s Fun With Flags.
491,24,Who designed the show Fun with Flags,25889,(10 7) Both: Dr. Sheldon Cooper’s Fun with Flags.
492,24,Who designed the show Fun with Flags,33858,"(9 2) Amy: Sheldon, I am not doing Fun With Flags with you."
493,24,Who designed the show Fun with Flags,10697,"(5 14) Sheldon: Now, today’s episode of Fun with Flags is not fun, but it is important. Flags: you gotta know how to hold ’em, you gotta know how to fold ’em. Let’s start by identifying the parts of our flag. This edge is the hoist, and it’s used to…"
494,24,Who designed the show Fun with Flags,8426,"(9 15) Amy: Oh. Uh, we-we have another caller. Hi. You’re on Fun with Flags."
495,24,Who designed the show Fun with Flags,25894,"(10 7) Howard: Oh say can you see, it’s fun with flags."
496,24,Who designed the show Fun with Flags,4464,(8 10) Amy: I know I was thinking that. Is this a show on flags or mind reading?
497,24,Who designed the show Fun with Flags,4678,"(8 10) Sheldon: Too bad your show is done. I kind of liked it. Leonard, did you hear that? Oh, the people are heartbroken. I can’t take this away from the world. Fun with Flags is back."
498,24,Who designed the show Fun with Flags,23229,"(10 21) Amy: Now, I’m sure many of you are wondering how Fun with Flags began. "
499,24,Who designed the show Fun with Flags,34006,(9 2) Scene: Amy’s apartment. Amy is watching Fun With Flags.
500,25,Where is the wedding for Penny and Leonard,38332,(5 3) Penny: Really? For a wedding?
501,25,Where is the wedding for Penny and Leonard,38402,"(5 3) Penny: Ames, hi. How was the wedding?"
502,25,Where is the wedding for Penny and Leonard,54276,(7 9) Penny: We had one of those silly fake weddings.
503,25,Where is the wedding for Penny and Leonard,985,"(5 13) Minister: Do you, Penny, take Leonard to be your lawful wedded husband?"
504,25,Where is the wedding for Penny and Leonard,30054,"(8 24) Leonard: It’s not just the date. We haven’t talked about anything. Big wedding, small wedding, indoor, outdoor?"
505,25,Where is the wedding for Penny and Leonard,18292,"(9 23) Penny: To be honest, I’m surprised you cared about the wedding at all."
506,25,Where is the wedding for Penny and Leonard,18795,"(9 24) Penny: Okay, fine, but why would you invite him to our wedding?"
507,25,Where is the wedding for Penny and Leonard,1717,"(5 4) Leonard: Hey, how go the wedding plans, Howard?"
508,25,Where is the wedding for Penny and Leonard,23675,(9 1) Leonard: I asked you over and over if you were okay. Why would you go through with the wedding if you weren’t?
509,25,Where is the wedding for Penny and Leonard,984,"(5 13) Scene: (In her imagination, Penny is transported to her wedding day.)"
510,25,Where is the wedding for Penny and Leonard,18791,"(9 24) Penny: Okay, wait, you’re inviting people to our wedding?"
511,25,Where is the wedding for Penny and Leonard,34033,"(9 2) Penny: Sheldon, I can’t believe you got us a wedding gift."
512,25,Where is the wedding for Penny and Leonard,36343,"(8 23) Dr Hofstadter: So, have you and Penny set a wedding date?"
513,25,Where is the wedding for Penny and Leonard,38357,(5 3) Scene: The wedding.
514,25,Where is the wedding for Penny and Leonard,18529,"(5 20) Leonard: Mmm, you liked Professor Guyster’s wedding."
515,25,Where is the wedding for Penny and Leonard,23729,(9 1) Leonard: Can’t believe I’m spending my wedding night with you.
516,25,Where is the wedding for Penny and Leonard,44293,"(1 15) Leonard: If the wedding’s not until tomorrow, why don’t you stay with us tonight? "
517,25,Where is the wedding for Penny and Leonard,20396,(5 16) Penny: I’m so glad you talked Howard out of having your wedding invitations in Klingon.
518,25,Where is the wedding for Penny and Leonard,36210,"(6 9) Penny: Okay, Howard’s mother is in, like, every one of your wedding photos."
519,25,Where is the wedding for Penny and Leonard,9751,(2 7) Howard: Then you’re not invited to our wedding.
520,26,Where did Penny and Leonard marry,5824,"(5 24) Sheldon: Leonard, where did you envision marrying Penny?"
521,26,Where did Penny and Leonard marry,15151,"(7 22) Penny: Okay. Leonard, will you marry me?"
522,26,Where did Penny and Leonard marry,31097,(4 20) Leonard: Marry you?
523,26,Where did Penny and Leonard marry,23488,"(9 1) Penny: Uh, actually I’m in Vegas. Leonard and I are about to get married."
524,26,Where did Penny and Leonard marry,27059,"(7 12) Penny: Ooh. Leonard Hofstadter, will you marry me?"
525,26,Where did Penny and Leonard marry,27431,"(9 17) Leonard: Yeah, uh, um, Penny and I got married."
526,26,Where did Penny and Leonard marry,24649,"(7 7) Penny: Sorry, they’re both married."
527,26,Where did Penny and Leonard marry,30014,"(8 24) Penny: No. Sheldon, we’re getting married."
528,26,Where did Penny and Leonard marry,33058,(9 8) Penny: I had to: we’re married now.
529,26,Where did Penny and Leonard marry,53950,(9 5) Penny: And sometimes we marry them anyway.
530,26,Where did Penny and Leonard marry,23468,"(9 1) Sheldon: Leonard, have you gotten married yet?"
531,26,Where did Penny and Leonard marry,30181,"(8 24) Leonard: So, we’re still getting married?"
532,26,Where did Penny and Leonard marry,17346,"(10 15) Penny: I get that, okay? It’s just, Leonard and I have been married for two years, and we’re no further along than when we were dating."
533,26,Where did Penny and Leonard marry,32970,(9 8) Penny: Good luck. I threw out all my tall ones when I married Leonard.
534,26,Where did Penny and Leonard marry,1744,"(5 4) Penny: Well, hello? She’s married."
535,26,Where did Penny and Leonard marry,7818,(7 23) Penny: I don’t know. We could get married.
536,26,Where did Penny and Leonard marry,25820,(9 20) Penny: We’re married. We’re supposed to share everything.
537,26,Where did Penny and Leonard marry,42328,(2 11) Penny: That’s what you took from that? The guy is married!
538,26,Where did Penny and Leonard marry,46050,"(9 3) Amy: So, Penny, how’s married life?"
539,26,Where did Penny and Leonard marry,7847,"(7 23) Leonard: I’ve had it for a couple years, not important. Penny, will you marry me?"
540,27,Where did the wedding of Leonard and Penny take place,985,"(5 13) Minister: Do you, Penny, take Leonard to be your lawful wedded husband?"
541,27,Where did the wedding of Leonard and Penny take place,18266,"(9 23) Beverly: Well, it’s not a clinical term. But one example would be your marrying my son, and not inviting me or even telling me the wedding was taking place."
542,27,Where did the wedding of Leonard and Penny take place,9341,(4 21) Penny: Take us to a place we can waltz.
543,27,Where did the wedding of Leonard and Penny take place,25061,(8 22) Penny: Add a belt and I’ll take you some place nice.
544,27,Where did the wedding of Leonard and Penny take place,38332,(5 3) Penny: Really? For a wedding?
545,27,Where did the wedding of Leonard and Penny take place,39055,(6 6) Penny: You are such an ass. This is exactly why I didn’t want to tell you I was taking a class in the first place.
546,27,Where did the wedding of Leonard and Penny take place,54588,"(5 23) Leonard: Again, I’m sorry. You know, with Howard and Bernadette getting married, I got caught up in a little wedding fever. I take it back."
547,27,Where did the wedding of Leonard and Penny take place,38402,"(5 3) Penny: Ames, hi. How was the wedding?"
548,27,Where did the wedding of Leonard and Penny take place,54276,(7 9) Penny: We had one of those silly fake weddings.
549,27,Where did the wedding of Leonard and Penny take place,18832,(9 24) Mary: I’ve always had a special place in my heart for Leonard. Taking care of my baby all these years.
550,27,Where did the wedding of Leonard and Penny take place,25444,"(4 3) Howard: Think about it, Raj. Where did the movie Rocky take place?"
551,27,Where did the wedding of Leonard and Penny take place,4134,(10 14) Penny: He would get his own place.
552,27,Where did the wedding of Leonard and Penny take place,29374,"(5 22) Penny: Well, if that’s what you like, I’ll take you to the comic book store, the place is full of ’em."
553,27,Where did the wedding of Leonard and Penny take place,30054,"(8 24) Leonard: It’s not just the date. We haven’t talked about anything. Big wedding, small wedding, indoor, outdoor?"
554,27,Where did the wedding of Leonard and Penny take place,18292,"(9 23) Penny: To be honest, I’m surprised you cared about the wedding at all."
555,27,Where did the wedding of Leonard and Penny take place,18795,"(9 24) Penny: Okay, fine, but why would you invite him to our wedding?"
556,27,Where did the wedding of Leonard and Penny take place,4135,(10 14) Leonard: Has he ever had his own place?
557,27,Where did the wedding of Leonard and Penny take place,11900,(1 5) Leonard: Why at my place?
558,27,Where did the wedding of Leonard and Penny take place,38884,"(5 8) Amy: Maid of honour Amy Farrah Fowler’s amazing behind-the-scenes wedding video, take one."
559,27,Where did the wedding of Leonard and Penny take place,22657,(8 20) Penny: In a safe place.
560,28,The wedding of Leonard and Penny take place in,985,"(5 13) Minister: Do you, Penny, take Leonard to be your lawful wedded husband?"
561,28,The wedding of Leonard and Penny take place in,18266,"(9 23) Beverly: Well, it’s not a clinical term. But one example would be your marrying my son, and not inviting me or even telling me the wedding was taking place."
562,28,The wedding of Leonard and Penny take place in,9341,(4 21) Penny: Take us to a place we can waltz.
563,28,The wedding of Leonard and Penny take place in,25061,(8 22) Penny: Add a belt and I’ll take you some place nice.
564,28,The wedding of Leonard and Penny take place in,38332,(5 3) Penny: Really? For a wedding?
565,28,The wedding of Leonard and Penny take place in,39055,(6 6) Penny: You are such an ass. This is exactly why I didn’t want to tell you I was taking a class in the first place.
566,28,The wedding of Leonard and Penny take place in,54588,"(5 23) Leonard: Again, I’m sorry. You know, with Howard and Bernadette getting married, I got caught up in a little wedding fever. I take it back."
567,28,The wedding of Leonard and Penny take place in,38402,"(5 3) Penny: Ames, hi. How was the wedding?"
568,28,The wedding of Leonard and Penny take place in,54276,(7 9) Penny: We had one of those silly fake weddings.
569,28,The wedding of Leonard and Penny take place in,18832,(9 24) Mary: I’ve always had a special place in my heart for Leonard. Taking care of my baby all these years.
570,28,The wedding of Leonard and Penny take place in,25444,"(4 3) Howard: Think about it, Raj. Where did the movie Rocky take place?"
571,28,The wedding of Leonard and Penny take place in,4134,(10 14) Penny: He would get his own place.
572,28,The wedding of Leonard and Penny take place in,29374,"(5 22) Penny: Well, if that’s what you like, I’ll take you to the comic book store, the place is full of ’em."
573,28,The wedding of Leonard and Penny take place in,30054,"(8 24) Leonard: It’s not just the date. We haven’t talked about anything. Big wedding, small wedding, indoor, outdoor?"
574,28,The wedding of Leonard and Penny take place in,18292,"(9 23) Penny: To be honest, I’m surprised you cared about the wedding at all."
575,28,The wedding of Leonard and Penny take place in,18795,"(9 24) Penny: Okay, fine, but why would you invite him to our wedding?"
576,28,The wedding of Leonard and Penny take place in,4135,(10 14) Leonard: Has he ever had his own place?
577,28,The wedding of Leonard and Penny take place in,11900,(1 5) Leonard: Why at my place?
578,28,The wedding of Leonard and Penny take place in,38884,"(5 8) Amy: Maid of honour Amy Farrah Fowler’s amazing behind-the-scenes wedding video, take one."
579,28,The wedding of Leonard and Penny take place in,22657,(8 20) Penny: In a safe place.
580,29,Who tried masturbating for money,36618,"(1 1) Sheldon: Well, today we tried masturbating for money."
581,29,Who tried masturbating for money,7413,(5 7) Howard: Who had money on faints?
582,29,Who tried masturbating for money,32217,"(1 3) Leonard: You betrayed us for money, who are you?"
583,29,Who tried masturbating for money,45352,"(8 6) Leonard: Yeah, I’m sorry, too. We’re about to share the rest of our lives together. It’s our money, who cares who has it?"
584,29,Who tried masturbating for money,23418,"(10 21) Penny: Bert, you’re a good guy, you deserve a woman who’s interested in more than just your money."
585,29,Who tried masturbating for money,25074,"(8 22) Howard: It’s not about the money. It’s about solving a problem. It’s why I became an engineer. It’s what I like to do, it’s what I’m trained to do. It’s who I am."
